index,sid,text,polarity,file
578,-,ولي هيچ چيز باعث نميشه که اين اسمارتفون محبوبيت وکاراييش رو ازدست بده.,+1,data/extra/HTC Butterfly.xml
579,-,و يک چيزه ديگه که شايد اول به چشم نياد ولي خيلي جذابه تکنولوژي صوتي Beats Audioهست که واقعا محشره تا يکبار باهاش موسيقي يا فيلمhd تماشا نکنيد متوجه حرفم نميشيد.,+1,data/extra/HTC Butterfly.xml
580,-,مثل موتور براوياي سوني ميمونه که گوشي هاي سوني دارن و تجربه بهترين تصاوير رو ميده و اگه باهم ترکيب بشن چي ميشه.,+1,data/extra/HTC Butterfly.xml
581,-,بريد کليپ هاي اين گوشي رو  ببينيد واقعا شگفت انگيزه!,+2,data/extra/HTC Butterfly.xml
582,-,من آيفون 5 دارم اما شيفته اين شدم!,+1,data/extra/HTC Butterfly.xml
583,-,اگه بياد حتما ميخرم!,0,data/extra/HTC Butterfly.xml
584,-,واقعا باريک،  تو جيب جا ميشه به راحتي صفحه نمايش رو نميگم خودتون ببينيد،  بهترين صفحه نمايشه!,+1,data/extra/HTC Butterfly.xml
585,-,يه گوشي فوق العاده با امکانات عالي که در اختيار کاربر ميزاره اونو از سايرين متمايز کرده.,+1,data/extra/HTC Butterfly.xml
586,-,تراکم 441ppi نشان دهنده اينه که از کيفيت تصوير فوق العاده بالايي برخورداره حتي از نوکيا لوميا 920 که 325ppi تراکم پيکسلشه,+1,data/extra/HTC Butterfly.xml
587,-,به نظر من اين گوشي از همه لحاظ قدرتمنده ولي تنها مشکل گوشي هاي htc باتري بسيار کم قدرتشونه که حتي اجازه نميده شارژ گوشي به 15 ساعت برسه از طرفي مصرف بالايي داره.,-1,data/extra/HTC Butterfly.xml
588,-,در کل اگه با باطريه اين گوشي مشکلي نداريد حتما تهيه کنيد ولي اگه مشکلي داريد بهترين پيشنهاد Samsung Galaxy Note II هست که واقعا يه ابر گوشي تمام عياره,0,data/extra/HTC Butterfly.xml
589,-,سلام اگه باطريش قابليت تعويض توسط کاربر رو داشته باشه ميخرمش,0,data/extra/HTC Butterfly.xml
590,-,گوشي بسيار عالي هستش فقط باتريش ضعيفه.,+1,data/extra/HTC Butterfly.xml
591,-,اميدوارم قيمت خوبي داشته باشه,+1,data/extra/HTC Butterfly.xml
592,-,سلام اگه باطريش قابليت تعويض باشه ميخرمش,+1,data/extra/HTC Butterfly.xml
593,-,بي رقيبه,+1,data/extra/HTC Butterfly.xml
594,-,حيرت انگيزه,+2,data/extra/HTC Butterfly.xml
595,-,گوشيه بسيار خوبيه.,+1,data/extra/HTC Butterfly.xml
596,-,مخصوصا تراکم پيکسلي بسيار بالايي که داره.,+1,data/extra/HTC Butterfly.xml
597,-,فقط مشکل اساسيش باتريه.,+1,data/extra/HTC Butterfly.xml
598,-,نميدونم htc کي ميخواد روي گوشيهاش باتري قوي بذاره,+1,data/extra/HTC Butterfly.xml
599,-,خيلي گوشي خوبيه هم شکيل و زيبا هم پر قدرت,+2,data/extra/HTC Butterfly.xml
600,-,هر چي فکر ميکنم هيچ عيبي نميتونم ازش بگيرم، البته شايد بشه گفت باطريش براي گوشي با اين عظمت!,+1,data/extra/HTC Butterfly.xml
601,-,يکم ذليله!,-1,data/extra/HTC Butterfly.xml
602,-,با سلام خدمت دوستان ديجى کالا.,0,data/extra/HTC Butterfly.xml
603,-,اول اينکه من طرفدار htc هستم،  ولى نميتونم چشمامو رو حقيقت ببندم.,0,data/extra/HTC Butterfly.xml
604,-,اونم اينکه سامسونک از لحاظ قدرت يه سرو گردن ازhtc بالا تره،  اما در سمت مقابل htc رابط کاربرى جالب ترى(البته از نظر من)داره ولى سامسونگ رابط کاربريش مثل اين ميمونه که انگار ميخواد رضايت افراد کم سن و سال رو فقط جلب کنه، منظورم رنگارنک بودن آيکوناشه.,0,data/extra/HTC Butterfly.xml
605,-,و يه سرى بر ترى هايى که خودتون اشراف کامل بهشون داريد نسبت به هم دارن.,0,data/extra/HTC Butterfly.xml
606,-,بهترين گوشيه که تا حالا ديدم,+1,data/extra/HTC Butterfly.xml
607,-,دقت کرده بوديد اين گوشي راديو نداره,-1,data/extra/HTC Butterfly.xml
608,-,بهترين تو دنيا,+2,data/extra/HTC Butterfly.xml
609,-,سلام گوشى هاى اچ تى سى واقعاً عاليند و زيبا مخصوصاً تو استحکام بدنه.,+2,data/extra/HTC Butterfly.xml
612,-,بنظر من مشکلاتي مانند باتري در اين محصول ديده ميشه و اينکه بهتر است منتظر s4 يا مدل جديد تر اچ تي سي باشيم.,+1,data/extra/HTC Butterfly.xml
613,-,((باتشکر از سايت بسيار خوب ديجي کالا)),0,data/extra/HTC Butterfly.xml
614,-,آقا سجاد عزيز يک مشکلي شرکتهاي مثله Qualcomm اينه که يه سروگردن از سامسونگ و اپل عقب ترن.,-1,data/extra/HTC Butterfly.xml
615,-,"قويترين چيپ ست هاي شرکتهايي مثله Qualcomm و  TI , Nvidia در حد چيپ ست هاي نسل قبل سامسونگ و اپل هم نيستند.",-1,data/extra/HTC Butterfly.xml
616,-,نسل بعدي Snapdragon S4 Prime تازه در حد Exynos 5 هست و در مقابل Exynos 6  هيچي نيست.,0,data/extra/HTC Butterfly.xml
617,-,همه چيز عالي غير باتري,+1,data/extra/HTC Butterfly.xml
618,-,به نظر من گوشي هاي HTC دو تا مشکل بزرگ دارن  1:باتري ضعيف،  2:نداشتن OTG   يا همان USB ON the go,-1,data/extra/HTC Butterfly.xml
619,-,اينم که باتريش ضعيفه!,-1,data/extra/HTC Butterfly.xml
620,-,وان ايکس که منو با باتريش کشت.,-2,data/extra/HTC Butterfly.xml
621,-,.با اين صفحه نمايش و پردازنده خيلي کمه .,-1,data/extra/HTC Butterfly.xml
622,-,سلام دوستان گلم .,0,data/extra/HTC Butterfly.xml
623,-,من الان گوشي one x دارم خداييش معرکه هست تا حالا  اذيتم نکرده هرچي خواستم برنامه روش ريختم و لذت بردم ولي فقط ميگم باتريش منو اذيت ميکنه روزي دوبار شارژ مي کنم حتي شارژرشو با خودم همه جا ميبرم ميخوام بگم اين باتري واسه اين گوشي خيلي ضعيفه حداقل 2500 ميذاشت ديگه گوشي بهترين بود .,+1,data/extra/HTC Butterfly.xml
624,-,من که حتما اين گوشي رو ميخرم منتظرم فقط بياد تو بازار ميخواستم اپل بگيرم ولي از محدوديت خوشم نمياد,+1,data/extra/HTC Butterfly.xml
625,-,سلام بنظر من گوشي عاليه البته نميدونم چرا اين شرکت نميخواد يه تغييري تو صفحه نمايشش بده مصرف باطري lcd  نسبت به led خيلي زياده بنظرم با s3 که نه ولي رقيب خوبي واسه Note2  هستش/ پردازنده هاشون.,-1,data/extra/HTC Butterfly.xml
626,-,رم.,0,data/extra/HTC Butterfly.xml
627,-,دوربين.,0,data/extra/HTC Butterfly.xml
628,-,سيستم عامل.,0,data/extra/HTC Butterfly.xml
629,-,البته صفحه نمايش s3 بزرگ هست اما butterfly هم چيزي کم نمياره _ از همه چيز مهم تر زيبايي و کلاس کاري که htc حرف اول رو ميزنه  و فکر کنم قيمتش نسبت به samsung بهتر باشه تا الان که اينطور بوده.,+1,data/extra/HTC Butterfly.xml
630,-,بنظرم اگه led بزنه ديگه هيچ عيبي نميشه ازش گرفت.,+1,data/extra/HTC Butterfly.xml
631,-,من خودم ميخوام بگيرم بخاطر صفحه نمايشش دو دلم آخه هر روز پيشرفت ميکنه ديگه واقعا lcd هيچ کاربردي نداره حيف اين همه آيتم هاي خوبش نيست که super Amoled نميزنه درکل منتظرم که بياد.,+1,data/extra/HTC Butterfly.xml
632,-,درسته که فول اچ ديه ولي نکسوس 4 از صفحه نمايش True HD-IPS + LCD استفاده ميکنه.,-1,data/extra/HTC Butterfly.xml
633,-,در کل سخت افزار مشابه نکسوس 4,0,data/extra/HTC Butterfly.xml
634,-,خيلي خوبه صفحش هم که ميگن تو دنيا تکه,+1,data/extra/HTC Butterfly.xml
636,-,مطمئن باشيد اين گوشي رقيب خوبي براي galaxy s iii خواهد شد و همينطور apple,+1,data/extra/HTC Butterfly.xml
637,-,ظاهرا htc تو اين ضعيف عمل کرده،  قدرت S IV بي شک از اين بالا تر ميشه چون واقعا Adreno هيچوقت به پاي Mali نميرسه همين Mali 400 به نظرم از Adreno 320 قوي تره.,+1,data/extra/HTC Butterfly.xml
638,-,ولي درباره چيپ ست نميدونم که Exynos قوي تره يا S4 ولي ميدونم Intel از هردو بالا تره.,0,data/extra/HTC Butterfly.xml
639,-,Single Core اينتل تونست از دو هسته اي ها جلو بزنه.,+1,data/extra/HTC Butterfly.xml
640,-,"فکر نکنم اين گوشي پرچمدار htc باشه , حداقل نه براي زمان زيادي.",0,data/extra/HTC Butterfly.xml
641,-,عاليه من اگه بياد سريع ميخرمش,+1,data/extra/HTC Butterfly.xml
642,-,آقا سيد محمدرضا طباطبايي.,0,data/extra/HTC Butterfly.xml
643,-,S4 pro شايد نتونه کاري جلوي Exynos5 بکنه اما S4 Prime که به زودي مياد ميتونه از Exynos 5 جلو بزنه.,+1,data/extra/HTC Butterfly.xml
644,-,چون پردازنده 4 هسته اي اون تا 2.5 گيگاهرتز و رم اون هم DDR3 هستش و USB 3 داره.,+1,data/extra/HTC Butterfly.xml
645,-,گرافيکش هم احتمالا Adreno 320 بهينه شده يا Adreno 325 هستش.,+1,data/extra/HTC Butterfly.xml
646,-,گوشي هاي ديگري مانند Oppo Find 5 با صفحه نمايش Full HD هست که مي توانند با باترفلاي از لحاظ صفحه نمايش در سيستم عامل اندرويد رقابت کنند مطمئن باشيد که سامسونگ گلکسي iv خود را حتما بهتر از باترفلاي خواهد زد در ضمن شرکت هاي زيادي مانند سوني و ال جي و لنوو  مي خواهند گوشي هايي با صفحه نمايش full hd بزنند,0,data/extra/HTC Butterfly.xml
647,-,به اين ميگن سوپر اسمارت.,+1,data/extra/HTC Butterfly.xml
648,-,اين گوشي يک شاهکار از  HTC  است اما شايد نتونه به خوبي GALAXY S4 سامسونگ فروش بره چون سامسونگ با ساخت گلکسي S3 يک اعتبار بدست آورده و يک پله از اون بالا تره آيفون هم مثل گلکسي S3               خيلي عاليه اما سيستم عاملش درسته خيلي سريع هست اما خسته کننده و تکراري است,+1,data/extra/HTC Butterfly.xml
649,-,فقط لحظه شماري ميکنم تا ديجي کالا اين محصول را بياره تا من سريع بخرمش   با تشکر از سايت بسيار خوب ديجي کالا,+1,data/extra/HTC Butterfly.xml
650,-,پادشاه اچ تي سي .,+1,data/extra/HTC Butterfly.xml
651,-,.ممنون از سايت بزرگ ديجي کالا,0,data/extra/HTC Butterfly.xml
652,-,اميدوارم تو اين گوشي نقص هاي one x  رو رفع کرده باشه.,0,data/extra/HTC Butterfly.xml
653,-,از جمله باتري،  دوربين عکاسي کم کيفيت و جنس بد بدنه که بلافاصله پر از لک و اثر انگشت ميشه!,-1,data/extra/HTC Butterfly.xml
654,-,البته با تمام اين حرفهايي که زدم و با مقايسه اي که با S3 سامسونگ و آپتيموس 4x الي جي بازم ONE X از همشون سر بود!,+1,data/extra/HTC Butterfly.xml
655,-,سلام من خودم از طرفداراي گوشي هاي اچ تي سي هستم و با ورود اين گوشي به بازار ميشه گفت بهترين و کاملترين گوشي زمان خودش ميشه چون از همه لحاظ کامل هستش .,+2,data/extra/HTC Butterfly.xml
